"[BAG]Баг, хороо","Баг, хороо",[AGE_GROUP5]Насны бүлэг,Насны бүлэг,2020 Жил,code
18167,Эрдэнэхайрхан,7,25-29,128,8167
18167,Эрдэнэхайрхан,8,30-34,105,8167
18167,Эрдэнэхайрхан,9,35-39,129,8167
18167,Эрдэнэхайрхан,10,40-44,139,8167
18167,Эрдэнэхайрхан,11,45-49,126,8167
18167,Эрдэнэхайрхан,12,50-54,113,8167
18167,Эрдэнэхайрхан,13,55-59,66,8167
18167,Эрдэнэхайрхан,14,60-64,38,8167
18167,Эрдэнэхайрхан,15,65-69,40,8167
18167,Эрдэнэхайрхан,16,70+,68,8167
18170,Яруу,2,0-4,208,8170
18170,Яруу,3,5-9,193,8170
18170,Яруу,4,10-14,228,8170
18170,Яруу,5,15-19,136,8170
18170,Яруу,6,20-24,158,8170
18170,Яруу,7,25-29,146,8170
18170,Яруу,8,30-34,123,8170
18170,Яруу,9,35-39,152,8170
18170,Яруу,10,40-44,179,8170
18170,Яруу,11,45-49,141,8170
18170,Яруу,12,50-54,111,8170
18170,Яруу,13,55-59,95,8170
18170,Яруу,14,60-64,56,8170
18170,Яруу,15,65-69,32,8170
18170,Яруу,16,70+,66,8170
18201,Есөнбулаг,2,0-4,2129,8201
18201,Есөнбулаг,3,5-9,2030,8201
18201,Есөнбулаг,4,10-14,1676,8201
18201,Есөнбулаг,5,15-19,1371,8201
18201,Есөнбулаг,6,20-24,1427,8201
18201,Есөнбулаг,7,25-29,1376,8201
18201,Есөнбулаг,8,30-34,1568,8201
18201,Есөнбулаг,9,35-39,1400,8201
18201,Есөнбулаг,10,40-44,1241,8201
18201,Есөнбулаг,11,45-49,1138,8201
18201,Есөнбулаг,12,50-54,1066,8201
18201,Есөнбулаг,13,55-59,920,8201
18201,Есөнбулаг,14,60-64,618,8201
18201,Есөнбулаг,15,65-69,315,8201
18201,Есөнбулаг,16,70+,464,8201
18204,Алтай,2,0-4,264,8204
18204,Алтай,3,5-9,194,8204
18204,Алтай,4,10-14,211,8204
18204,Алтай,5,15-19,198,8204
18204,Алтай,6,20-24,178,8204
18204,Алтай,7,25-29,158,8204
18204,Алтай,8,30-34,167,8204
18204,Алтай,9,35-39,161,8204
18204,Алтай,10,40-44,141,8204
18204,Алтай,11,45-49,129,8204
18204,Алтай,12,50-54,102,8204
18204,Алтай,13,55-59,65,8204
18204,Алтай,14,60-64,51,8204
18204,Алтай,15,65-69,23,8204
18204,Алтай,16,70+,49,8204
18207,Баян-Уул,2,0-4,311,8207
18207,Баян-Уул,3,5-9,291,8207
18207,Баян-Уул,4,10-14,297,8207
18207,Баян-Уул,5,15-19,272,8207
18207,Баян-Уул,6,20-24,306,8207
18207,Баян-Уул,7,25-29,240,8207
18207,Баян-Уул,8,30-34,214,8207
18207,Баян-Уул,9,35-39,204,8207
18207,Баян-Уул,10,40-44,207,8207
18207,Баян-Уул,11,45-49,206,8207
18207,Баян-Уул,12,50-54,168,8207
18207,Баян-Уул,13,55-59,127,8207
18207,Баян-Уул,14,60-64,91,8207
18207,Баян-Уул,15,65-69,44,8207
18207,Баян-Уул,16,70+,66,8207
18210,Бигэр,2,0-4,240,8210
18210,Бигэр,3,5-9,225,8210
18210,Бигэр,4,10-14,221,8210
18210,Бигэр,5,15-19,194,8210
18210,Бигэр,6,20-24,180,8210
18210,Бигэр,7,25-29,169,8210
18210,Бигэр,8,30-34,145,8210
18210,Бигэр,9,35-39,164,8210
18210,Бигэр,10,40-44,156,8210
18210,Бигэр,11,45-49,165,8210
18210,Бигэр,12,50-54,137,8210
18210,Бигэр,13,55-59,82,8210
18210,Бигэр,14,60-64,75,8210
18210,Бигэр,15,65-69,44,8210
18210,Бигэр,16,70+,56,8210
18213,Бугат,2,0-4,227,8213
18213,Бугат,3,5-9,212,8213
18213,Бугат,4,10-14,209,8213
18213,Бугат,5,15-19,221,8213
18213,Бугат,6,20-24,202,8213
18213,Бугат,7,25-29,158,8213
18213,Бугат,8,30-34,141,8213
18213,Бугат,9,35-39,139,8213
18213,Бугат,10,40-44,161,8213
18213,Бугат,11,45-49,149,8213
18213,Бугат,12,50-54,108,8213
18213,Бугат,13,55-59,87,8213
18213,Бугат,14,60-64,65,8213
18213,Бугат,15,65-69,49,8213
18213,Бугат,16,70+,50,8213
18216,Дарви,2,0-4,191,8216
18216,Дарви,3,5-9,193,8216
18216,Дарви,4,10-14,174,8216
18216,Дарви,5,15-19,135,8216
18216,Дарви,6,20-24,196,8216
18216,Дарви,7,25-29,126,8216
18216,Дарви,8,30-34,93,8216
18216,Дарви,9,35-39,109,8216
18216,Дарви,10,40-44,120,8216
18216,Дарви,11,45-49,129,8216
18216,Дарви,12,50-54,109,8216
18216,Дарви,13,55-59,71,8216
18216,Дарви,14,60-64,63,8216
18216,Дарви,15,65-69,27,8216
18216,Дарви,16,70+,52,8216
18219,Дэлгэр,2,0-4,341,8219
18219,Дэлгэр,3,5-9,269,8219
18219,Дэлгэр,4,10-14,279,8219
18219,Дэлгэр,5,15-19,279,8219
18219,Дэлгэр,6,20-24,309,8219
18219,Дэлгэр,7,25-29,244,8219
18219,Дэлгэр,8,30-34,180,8219
18219,Дэлгэр,9,35-39,216,8219
18219,Дэлгэр,10,40-44,230,8219
18219,Дэлгэр,11,45-49,253,8219
18219,Дэлгэр,12,50-54,207,8219
18219,Дэлгэр,13,55-59,133,8219
18219,Дэлгэр,14,60-64,76,8219
18219,Дэлгэр,15,65-69,53,8219
18219,Дэлгэр,16,70+,94,8219
18222,Жаргалан,2,0-4,199,8222
18222,Жаргалан,3,5-9,167,8222
18222,Жаргалан,4,10-14,159,8222
18222,Жаргалан,5,15-19,152,8222
18222,Жаргалан,6,20-24,170,8222
18222,Жаргалан,7,25-29,142,8222
18222,Жаргалан,8,30-34,115,8222
18222,Жаргалан,9,35-39,113,8222
18222,Жаргалан,10,40-44,138,8222
18222,Жаргалан,11,45-49,134,8222
18222,Жаргалан,12,50-54,115,8222
18222,Жаргалан,13,55-59,90,8222
18222,Жаргалан,14,60-64,66,8222
18222,Жаргалан,15,65-69,29,8222
18222,Жаргалан,16,70+,48,8222
18225,Тайшир,2,0-4,163,8225
18225,Тайшир,3,5-9,179,8225
18225,Тайшир,4,10-14,153,8225
18225,Тайшир,5,15-19,121,8225
18225,Тайшир,6,20-24,122,8225
18225,Тайшир,7,25-29,121,8225
18225,Тайшир,8,30-34,111,8225
18225,Тайшир,9,35-39,148,8225
18225,Тайшир,10,40-44,126,8225
18225,Тайшир,11,45-49,97,8225
18225,Тайшир,12,50-54,84,8225
18225,Тайшир,13,55-59,68,8225
18225,Тайшир,14,60-64,65,8225
18225,Тайшир,15,65-69,31,8225
18225,Тайшир,16,70+,60,8225
18228,Тонхил,2,0-4,245,8228
18228,Тонхил,3,5-9,237,8228
18228,Тонхил,4,10-14,199,8228
18228,Тонхил,5,15-19,190,8228
18228,Тонхил,6,20-24,192,8228
18228,Тонхил,7,25-29,160,8228
18228,Тонхил,8,30-34,158,8228
18228,Тонхил,9,35-39,157,8228
18228,Тонхил,10,40-44,155,8228
18228,Тонхил,11,45-49,168,8228
18228,Тонхил,12,50-54,133,8228
18228,Тонхил,13,55-59,104,8228
18228,Тонхил,14,60-64,62,8228
18228,Тонхил,15,65-69,37,8228
18228,Тонхил,16,70+,68,8228
18231,Төгрөг,2,0-4,251,8231
18231,Төгрөг,3,5-9,224,8231
18231,Төгрөг,4,10-14,207,8231
18231,Төгрөг,5,15-19,173,8231
18231,Төгрөг,6,20-24,171,8231
18231,Төгрөг,7,25-29,176,8231
18231,Төгрөг,8,30-34,133,8231
18231,Төгрөг,9,35-39,138,8231
18231,Төгрөг,10,40-44,135,8231
18231,Төгрөг,11,45-49,140,8231
18231,Төгрөг,12,50-54,118,8231
18231,Төгрөг,13,55-59,80,8231
18231,Төгрөг,14,60-64,61,8231
18231,Төгрөг,15,65-69,31,8231
18231,Төгрөг,16,70+,57,8231
18234,Халиун,2,0-4,240,8234
18234,Халиун,3,5-9,279,8234
18234,Халиун,4,10-14,235,8234
18234,Халиун,5,15-19,209,8234
18234,Халиун,6,20-24,195,8234
18234,Халиун,7,25-29,175,8234
18234,Халиун,8,30-34,165,8234
18234,Халиун,9,35-39,197,8234
18234,Халиун,10,40-44,205,8234
18234,Халиун,11,45-49,167,8234
18234,Халиун,12,50-54,128,8234
18234,Халиун,13,55-59,88,8234
18234,Халиун,14,60-64,69,8234
18234,Халиун,15,65-69,41,8234
18234,Халиун,16,70+,52,8234
18237,Хөхморьт,2,0-4,258,8237
18237,Хөхморьт,3,5-9,246,8237
18237,Хөхморьт,4,10-14,205,8237
18237,Хөхморьт,5,15-19,217,8237
18237,Хөхморьт,6,20-24,222,8237
18237,Хөхморьт,7,25-29,187,8237
18237,Хөхморьт,8,30-34,137,8237
18237,Хөхморьт,9,35-39,177,8237
18237,Хөхморьт,10,40-44,176,8237
18237,Хөхморьт,11,45-49,148,8237
18237,Хөхморьт,12,50-54,119,8237
18237,Хөхморьт,13,55-59,79,8237
18237,Хөхморьт,14,60-64,76,8237
18237,Хөхморьт,15,65-69,47,8237
18237,Хөхморьт,16,70+,62,8237
18240,Цогт,2,0-4,371,8240
18240,Цогт,3,5-9,412,8240
18240,Цогт,4,10-14,331,8240
18240,Цогт,5,15-19,293,8240
18240,Цогт,6,20-24,279,8240
18240,Цогт,7,25-29,233,8240
18240,Цогт,8,30-34,290,8240
18240,Цогт,9,35-39,264,8240
18240,Цогт,10,40-44,228,8240
18240,Цогт,11,45-49,211,8240
18240,Цогт,12,50-54,198,8240
18240,Цогт,13,55-59,167,8240
18240,Цогт,14,60-64,105,8240
18240,Цогт,15,65-69,63,8240
18240,Цогт,16,70+,99,8240
18243,Цээл,2,0-4,230,8243
18243,Цээл,3,5-9,239,8243
18243,Цээл,4,10-14,259,8243
18243,Цээл,5,15-19,183,8243
18243,Цээл,6,20-24,193,8243
18243,Цээл,7,25-29,162,8243
18243,Цээл,8,30-34,167,8243
18243,Цээл,9,35-39,188,8243
18243,Цээл,10,40-44,150,8243
18243,Цээл,11,45-49,159,8243
18243,Цээл,12,50-54,117,8243
18243,Цээл,13,55-59,64,8243
18243,Цээл,14,60-64,70,8243
18243,Цээл,15,65-69,40,8243
18243,Цээл,16,70+,50,8243
18246,Чандмань,2,0-4,289,8246
18246,Чандмань,3,5-9,241,8246
18246,Чандмань,4,10-14,211,8246
18246,Чандмань,5,15-19,215,8246
18246,Чандмань,6,20-24,200,8246
18246,Чандмань,7,25-29,157,8246
18246,Чандмань,8,30-34,147,8246
18246,Чандмань,9,35-39,168,8246
18246,Чандмань,10,40-44,159,8246
18246,Чандмань,11,45-49,150,8246
18246,Чандмань,12,50-54,125,8246
18246,Чандмань,13,55-59,86,8246
18246,Чандмань,14,60-64,67,8246
18246,Чандмань,15,65-69,26,8246
18246,Чандмань,16,70+,49,8246
18249,Шарга,2,0-4,211,8249
18249,Шарга,3,5-9,221,8249
18249,Шарга,4,10-14,190,8249
18249,Шарга,5,15-19,146,8249
18249,Шарга,6,20-24,144,8249
18249,Шарга,7,25-29,127,8249
18249,Шарга,8,30-34,156,8249
18249,Шарга,9,35-39,145,8249
18249,Шарга,10,40-44,137,8249
18249,Шарга,11,45-49,127,8249
18249,Шарга,12,50-54,141,8249
18249,Шарга,13,55-59,102,8249
18249,Шарга,14,60-64,60,8249
18249,Шарга,15,65-69,30,8249
18249,Шарга,16,70+,56,8249
18252,Эрдэнэ,2,0-4,289,8252
18252,Эрдэнэ,3,5-9,235,8252
18252,Эрдэнэ,4,10-14,263,8252
18252,Эрдэнэ,5,15-19,211,8252
18252,Эрдэнэ,6,20-24,225,8252
18252,Эрдэнэ,7,25-29,164,8252
18252,Эрдэнэ,8,30-34,140,8252
18252,Эрдэнэ,9,35-39,171,8252
18252,Эрдэнэ,10,40-44,167,8252
18252,Эрдэнэ,11,45-49,147,8252
18252,Эрдэнэ,12,50-54,106,8252
18252,Эрдэнэ,13,55-59,87,8252
18252,Эрдэнэ,14,60-64,58,8252
18252,Эрдэнэ,15,65-69,31,8252
18252,Эрдэнэ,16,70+,48,8252
18301,Өлгий,2,0-4,5179,8301
18301,Өлгий,3,5-9,4444,8301
18301,Өлгий,4,10-14,3508,8301
18301,Өлгий,5,15-19,3110,8301
18301,Өлгий,6,20-24,2812,8301
18301,Өлгий,7,25-29,3546,8301
18301,Өлгий,8,30-34,3479,8301
18301,Өлгий,9,35-39,2534,8301
18301,Өлгий,10,40-44,2157,8301
18301,Өлгий,11,45-49,2065,8301
18301,Өлгий,12,50-54,1701,8301
18301,Өлгий,13,55-59,1425,8301
18301,Өлгий,14,60-64,1078,8301
18301,Өлгий,15,65-69,512,8301
18301,Өлгий,16,70+,760,8301
18304,Алтай,2,0-4,507,8304
18304,Алтай,3,5-9,544,8304
18304,Алтай,4,10-14,426,8304
18304,Алтай,5,15-19,378,8304
18304,Алтай,6,20-24,395,8304
18304,Алтай,7,25-29,341,8304
18304,Алтай,8,30-34,327,8304
18304,Алтай,9,35-39,294,8304
18304,Алтай,10,40-44,266,8304
18304,Алтай,11,45-49,225,8304
18304,Алтай,12,50-54,173,8304
18304,Алтай,13,55-59,136,8304
18304,Алтай,14,60-64,126,8304
18304,Алтай,15,65-69,48,8304
18304,Алтай,16,70+,91,8304
18307,Алтанцөгц,2,0-4,381,8307
18307,Алтанцөгц,3,5-9,307,8307
18307,Алтанцөгц,4,10-14,283,8307
18307,Алтанцөгц,5,15-19,282,8307
18307,Алтанцөгц,6,20-24,268,8307
18307,Алтанцөгц,7,25-29,247,8307
18307,Алтанцөгц,8,30-34,182,8307
18307,Алтанцөгц,9,35-39,172,8307
18307,Алтанцөгц,10,40-44,186,8307
18307,Алтанцөгц,11,45-49,167,8307
18307,Алтанцөгц,12,50-54,125,8307
18307,Алтанцөгц,13,55-59,102,8307
18307,Алтанцөгц,14,60-64,77,8307
18307,Алтанцөгц,15,65-69,50,8307
18307,Алтанцөгц,16,70+,69,8307
18310,Баяннуур,2,0-4,602,8310
18310,Баяннуур,3,5-9,593,8310
18310,Баяннуур,4,10-14,553,8310
18310,Баяннуур,5,15-19,558,8310
18310,Баяннуур,6,20-24,422,8310
18310,Баяннуур,7,25-29,382,8310
18310,Баяннуур,8,30-34,310,8310
18310,Баяннуур,9,35-39,288,8310
18310,Баяннуур,10,40-44,258,8310
18310,Баяннуур,11,45-49,280,8310
18310,Баяннуур,12,50-54,197,8310
18310,Баяннуур,13,55-59,176,8310
18310,Баяннуур,14,60-64,115,8310
18310,Баяннуур,15,65-69,65,8310
18310,Баяннуур,16,70+,111,8310
18313,Бугат,2,0-4,541,8313
18313,Бугат,3,5-9,482,8313
18313,Бугат,4,10-14,388,8313
18313,Бугат,5,15-19,390,8313
18313,Бугат,6,20-24,317,8313
18313,Бугат,7,25-29,321,8313
18313,Бугат,8,30-34,322,8313
18313,Бугат,9,35-39,230,8313
18313,Бугат,10,40-44,221,8313
18313,Бугат,11,45-49,214,8313
18313,Бугат,12,50-54,150,8313
18313,Бугат,13,55-59,109,8313
18313,Бугат,14,60-64,75,8313
18313,Бугат,15,65-69,51,8313
18313,Бугат,16,70+,99,8313
18316,Булган,2,0-4,687,8316
18316,Булган,3,5-9,579,8316
18316,Булган,4,10-14,510,8316
18316,Булган,5,15-19,507,8316
18316,Булган,6,20-24,438,8316
18316,Булган,7,25-29,431,8316
18316,Булган,8,30-34,346,8316
18316,Булган,9,35-39,327,8316
18316,Булган,10,40-44,275,8316
18316,Булган,11,45-49,268,8316
18316,Булган,12,50-54,229,8316
18316,Булган,13,55-59,195,8316
18316,Булган,14,60-64,129,8316
18316,Булган,15,65-69,68,8316
18316,Булган,16,70+,115,8316
18319,Буянт,2,0-4,373,8319
18319,Буянт,3,5-9,308,8319
18319,Буянт,4,10-14,265,8319
18319,Буянт,5,15-19,244,8319
18319,Буянт,6,20-24,249,8319
18319,Буянт,7,25-29,257,8319
18319,Буянт,8,30-34,167,8319
18319,Буянт,9,35-39,189,8319
18319,Буянт,10,40-44,177,8319
18319,Буянт,11,45-49,160,8319
18319,Буянт,12,50-54,121,8319
18319,Буянт,13,55-59,110,8319
18319,Буянт,14,60-64,102,8319
18319,Буянт,15,65-69,36,8319
18319,Буянт,16,70+,56,8319
18322,Дэлүүн,2,0-4,1047,8322
18322,Дэлүүн,3,5-9,880,8322
18322,Дэлүүн,4,10-14,747,8322
18322,Дэлүүн,5,15-19,794,8322
18322,Дэлүүн,6,20-24,633,8322
18322,Дэлүүн,7,25-29,644,8322
18322,Дэлүүн,8,30-34,459,8322
18322,Дэлүүн,9,35-39,481,8322
18322,Дэлүүн,10,40-44,434,8322
18322,Дэлүүн,11,45-49,362,8322
18322,Дэлүүн,12,50-54,303,8322
18322,Дэлүүн,13,55-59,264,8322
18322,Дэлүүн,14,60-64,182,8322
18322,Дэлүүн,15,65-69,95,8322
18322,Дэлүүн,16,70+,157,8322
18325,Ногооннуур,2,0-4,1171,8325
18325,Ногооннуур,3,5-9,1039,8325
18325,Ногооннуур,4,10-14,897,8325
18325,Ногооннуур,5,15-19,683,8325
18325,Ногооннуур,6,20-24,636,8325
18325,Ногооннуур,7,25-29,682,8325
18325,Ногооннуур,8,30-34,647,8325
18325,Ногооннуур,9,35-39,560,8325
18325,Ногооннуур,10,40-44,480,8325
18325,Ногооннуур,11,45-49,363,8325
18325,Ногооннуур,12,50-54,284,8325
18325,Ногооннуур,13,55-59,236,8325
18325,Ногооннуур,14,60-64,185,8325
18325,Ногооннуур,15,65-69,102,8325
18325,Ногооннуур,16,70+,151,8325
18328,Сагсай,2,0-4,758,8328
18328,Сагсай,3,5-9,686,8328
18328,Сагсай,4,10-14,554,8328
18328,Сагсай,5,15-19,502,8328
18328,Сагсай,6,20-24,464,8328
18328,Сагсай,7,25-29,410,8328
18328,Сагсай,8,30-34,381,8328
18328,Сагсай,9,35-39,318,8328
18328,Сагсай,10,40-44,302,8328
18328,Сагсай,11,45-49,244,8328
18328,Сагсай,12,50-54,192,8328
18328,Сагсай,13,55-59,162,8328
18328,Сагсай,14,60-64,103,8328
18328,Сагсай,15,65-69,74,8328
18328,Сагсай,16,70+,130,8328
18331,Толбо,2,0-4,586,8331
18331,Толбо,3,5-9,476,8331
18331,Толбо,4,10-14,456,8331
18331,Толбо,5,15-19,415,8331
18331,Толбо,6,20-24,380,8331
18331,Толбо,7,25-29,346,8331
18331,Толбо,8,30-34,285,8331
18331,Толбо,9,35-39,253,8331
18331,Толбо,10,40-44,243,8331
18331,Толбо,11,45-49,216,8331
18331,Толбо,12,50-54,210,8331
18331,Толбо,13,55-59,151,8331
18331,Толбо,14,60-64,80,8331
18331,Толбо,15,65-69,54,8331
18331,Толбо,16,70+,124,8331
18334,Улаанхус,2,0-4,1173,8334
18334,Улаанхус,3,5-9,1091,8334
18334,Улаанхус,4,10-14,990,8334
18334,Улаанхус,5,15-19,886,8334
18334,Улаанхус,6,20-24,800,8334
18334,Улаанхус,7,25-29,696,8334
18334,Улаанхус,8,30-34,579,8334
18334,Улаанхус,9,35-39,576,8334
18334,Улаанхус,10,40-44,497,8334
18334,Улаанхус,11,45-49,414,8334
18334,Улаанхус,12,50-54,349,8334
18334,Улаанхус,13,55-59,236,8334
18334,Улаанхус,14,60-64,190,8334
18334,Улаанхус,15,65-69,97,8334
18334,Улаанхус,16,70+,182,8334
18337,Цэнгэл,2,0-4,1362,8337
18337,Цэнгэл,3,5-9,1200,8337
18337,Цэнгэл,4,10-14,1052,8337
18337,Цэнгэл,5,15-19,994,8337
18337,Цэнгэл,6,20-24,856,8337
18337,Цэнгэл,7,25-29,795,8337
18337,Цэнгэл,8,30-34,735,8337
18337,Цэнгэл,9,35-39,610,8337
18337,Цэнгэл,10,40-44,545,8337
18337,Цэнгэл,11,45-49,429,8337
18337,Цэнгэл,12,50-54,377,8337
18337,Цэнгэл,13,55-59,279,8337
18337,Цэнгэл,14,60-64,194,8337
18337,Цэнгэл,15,65-69,127,8337
18337,Цэнгэл,16,70+,166,8337
18340,Цагааннуур,2,0-4,0,8340
18340,Цагааннуур,3,5-9,0,8340
18340,Цагааннуур,4,10-14,0,8340
18340,Цагааннуур,5,15-19,0,8340
18340,Цагааннуур,6,20-24,0,8340
18340,Цагааннуур,7,25-29,0,8340
18340,Цагааннуур,8,30-34,0,8340
18340,Цагааннуур,9,35-39,0,8340
18340,Цагааннуур,10,40-44,0,8340
18340,Цагааннуур,11,45-49,0,8340
18340,Цагааннуур,12,50-54,0,8340
18340,Цагааннуур,13,55-59,0,8340
18340,Цагааннуур,14,60-64,0,8340
18340,Цагааннуур,15,65-69,0,8340
18340,Цагааннуур,16,70+,0,8340
18401,Жаргалант,2,0-4,4016,8401
18401,Жаргалант,3,5-9,3861,8401
18401,Жаргалант,4,10-14,2759,8401
18401,Жаргалант,5,15-19,2179,8401
18401,Жаргалант,6,20-24,2413,8401
18401,Жаргалант,7,25-29,2614,8401
18401,Жаргалант,8,30-34,2695,8401
18401,Жаргалант,9,35-39,1966,8401
18401,Жаргалант,10,40-44,1774,8401
18401,Жаргалант,11,45-49,1735,8401
18401,Жаргалант,12,50-54,1592,8401
18401,Жаргалант,13,55-59,1335,8401
18401,Жаргалант,14,60-64,890,8401
18401,Жаргалант,15,65-69,487,8401
18401,Жаргалант,16,70+,765,8401
18404,Алтай,2,0-4,423,8404
18404,Алтай,3,5-9,389,8404
18404,Алтай,4,10-14,349,8404
18404,Алтай,5,15-19,292,8404
18404,Алтай,6,20-24,313,8404
18404,Алтай,7,25-29,230,8404
18404,Алтай,8,30-34,263,8404
18404,Алтай,9,35-39,221,8404
18404,Алтай,10,40-44,211,8404
18404,Алтай,11,45-49,185,8404
18404,Алтай,12,50-54,145,8404
18404,Алтай,13,55-59,133,8404
